stockcode,description,keyword,groupcode
22092,blue paisley tissue box,"{'tissue', 'blue', 'box', 'paisley'}",21983
22093,motoring tissue box,"{'tissue', 'box', 'motoring'}",22093
22094,red retrospot tissue box,"{'tissue', 'box', 'retrospot', 'red'}",21844
22095,lads only tissue box,"{'tissue', 'box', 'lad'}",22095
22096,pink paisley square tissue box,"{'paisley', 'box', 'square', 'pink', 'tissue'}",21983
22097,swallow square tissue box,"{'swallow', 'box', 'tissue', 'square'}",21983
22098,boudoir square tissue box,"{'tissue', 'box', 'square', 'boudoir'}",21983
22099,caravan square tissue box,"{'tissue', 'caravan', 'box', 'square'}",21983
22100,skulls square tissue box,"{'tissue', 'box', 'skull', 'square'}",21983
22101,mirror mosaic votive holder,"{'mirror', 'holder', 'mosaic', 'votive'}",22104
22102,mirror mosaic tlight holder,"{'mirror', 'holder', 'mosaic', 'tlight'}",18097a
22103,mirror mosaic tlight holder round,"{'holder', 'mosaic', 'mirror', 'tlight', 'round'}",18097a
22104,mirror mosaic candle plate,"{'mirror', 'mosaic', 'candle', 'plate'}",22104
22105,mirror mosaic goblet candle holder,"{'holder', 'mosaic', 'candle', 'goblet', 'mirror'}",22104
22106,mirror mosaic hurricane lamp,"{'mirror', 'mosaic', 'hurricane', 'lamp'}",22106
22107,pizza plate in box,"{'box', 'plate', 'pizza'}",22107
22108,ping microwave plate,"{'ping', 'plate', 'microwave'}",22108
22109,full english breakfast plate,"{'breakfast', 'full', 'english', 'plate'}",22109
22110,bird house hot water bottle,"{'water', 'house', 'bird', 'bottle', 'hot'}",21479
22111,scottie dog hot water bottle,"{'water', 'dog', 'scottie', 'bottle', 'hot'}",21479
22112,chocolate hot water bottle,"{'water', 'chocolate', 'bottle', 'hot'}",21479
22113,grey heart hot water bottle,"{'grey', 'water', 'heart', 'bottle', 'hot'}",21479
22114,hot water bottle tea and sympathy,"{'sympathy', 'tea', 'water', 'bottle', 'hot'}",21479
22115,metal sign empire tea,"{'empire', 'metal', 'sign', 'tea'}",22115
22116,metal sign his dinner is served,"{'metal', 'dinner', 'served', 'sign'}",22116
22117,metal sign her dinner is served,"{'metal', 'dinner', 'served', 'sign'}",22116
22118,joy wooden block letters,"{'wooden', 'block', 'letter', 'joy'}",22118
22119,peace wooden block letters,"{'peace', 'wooden', 'block', 'letter'}",22118
22120,welcome wooden block letters,"{'wooden', 'block', 'letter', 'welcome'}",22118
22121,noel wooden block letters,"{'wooden', 'block', 'noel', 'letter'}",22118
22123,ping microwave apron,"{'ping', 'apron', 'microwave'}",22123
22124,set of tea towels ping microwave,"{'tea', 'ping', 'set', 'microwave', 'towel'}",20676
22125,union jack hot water bottle,"{'water', 'union', 'jack', 'bottle', 'hot'}",21479
22127,party cones carnival assorted,"{'carnival', 'party', 'assorted', 'cone'}",22127
22128,party cones candy assorted,"{'party', 'cone', 'assorted', 'candy'}",22127
22129,party cones candy decoration,"{'decoration', 'party', 'cone', 'candy'}",22127
22130,party cone christmas decoration,"{'decoration', 'party', 'christmas', 'cone'}",22127
22131,food container set love heart,"{'food', 'container', 'set', 'heart', 'love'}",22131
22132,red love heart shape cup,"{'cup', 'red', 'shape', 'heart', 'love'}",22632
22133,pink love heart shape cup,"{'cup', 'pink', 'shape', 'heart', 'love'}",23069
22134,mini ladle love heart red,"{'mini', 'red', 'heart', 'love', 'ladle'}",22632
22135,mini ladle love heart pink,"{'mini', 'pink', 'heart', 'love', 'ladle'}",20832
22136,love heart sock hanger,"{'sock', 'heart', 'hanger', 'love'}",22136
22137,bathroom set love heart design,"{'design', 'set', 'heart', 'love', 'bathroom'}",22131
22138,baking set piece retrospot,"{'set', 'piece', 'retrospot', 'baking'}",22138
22139,retrospot tea set ceramic pc,"{'set', 'retrospot', 'ceramic', 'tea'}",20676
22141,christmas craft tree top angel,"{'tree', 'angel', 'christmas', 'craft', 'top'}",22141
22142,christmas craft white fairy,"{'white', 'christmas', 'fairy', 'craft'}",22142
22144,christmas craft little friends,"{'christmas', 'little', 'craft', 'friend'}",22144
22145,christmas craft heart stocking,"{'heart', 'christmas', 'stocking', 'craft'}",22145
22146,easter craft ivy wreath with chick,"{'ivy', 'wreath', 'chick', 'craft', 'easter'}",22146
22147,feltcraft butterfly hearts,"{'butterfly', 'feltcraft', 'heart'}",22147
22148,easter craft chicks,"{'easter', 'chick', 'craft'}",22146
22149,feltcraft flower friends,"{'feltcraft', 'flower', 'friend'}",22149
22150,stripey mice feltcraft,"{'feltcraft', 'mouse', 'stripey'}",22150
22151,place setting white heart,"{'place', 'white', 'heart', 'setting'}",22151
22152,place setting white star,"{'place', 'white', 'star', 'setting'}",22151
22153,angel decoration stars on dress,"{'angel', 'decoration', 'dress', 'star'}",22153
22154,angel decoration buttons,"{'angel', 'button', 'decoration'}",22154
22155,star decoration rustic,"{'decoration', 'star', 'rustic'}",22155
22156,heart decoration with pearls,"{'decoration', 'heart', 'pearl'}",22156
22157,angel decoration with lace padded,"{'angel', 'lace', 'decoration', 'padded'}",22157
22158,hearts hanging decoration rustic,"{'decoration', 'heart', 'hanging', 'rustic'}",22317
22161,heart decoration rustic hanging,"{'decoration', 'heart', 'hanging', 'rustic'}",22317
22162,heart garland rustic padded,"{'rustic', 'heart', 'garland', 'padded'}",22162
22163,heart string memo holder hanging,"{'holder', 'memo', 'hanging', 'string', 'heart'}",21816
22164,string of stars card holder,"{'card', 'holder', 'star', 'string'}",22164
22165,diamante heart shaped wall mirror,"{'wall', 'mirror', 'diamante', 'shaped', 'heart'}",22165
22166,wall mirror rectangle diamante pink,"{'wall', 'rectangle', 'mirror', 'diamante', 'pink'}",22165
22167,oval wall mirror diamante,"{'mirror', 'diamante', 'oval', 'wall'}",22165
22168,organiser wood antique white,"{'organiser', 'white', 'wood', 'antique'}",22168
22169,family album white picture frame,"{'white', 'family', 'frame', 'album', 'picture'}",22169
22170,picture frame wood triple portrait,"{'triple', 'wood', 'picture', 'frame', 'portrait'}",22170
22171,hook photo shelf antique white,"{'white', 'antique', 'photo', 'hook', 'shelf'}",22171
22173,metal hook hanger french chateau,"{'metal', 'chateau', 'french', 'hanger', 'hook'}",22173
22174,photo cube,"{'cube', 'photo'}",22174
22175,pink owl soft toy,"{'soft', 'owl', 'pink', 'toy'}",20697
22176,blue owl soft toy,"{'soft', 'blue', 'owl', 'toy'}",20697
22178,victorian glass hanging tlight,"{'glass', 'victorian', 'tlight', 'hanging'}",21816
22179,set night owl lights,"{'set', 'owl', 'light', 'night'}",22179
22180,retrospot lamp,"{'retrospot', 'lamp'}",22180
22181,snowstorm photo frame fridge magnet,"{'fridge', 'magnet', 'photo', 'snowstorm', 'frame'}",22181
22182,cake stand victorian filigree small,"{'filigree', 'stand', 'small', 'cake', 'victorian'}",22215
22183,cake stand victorian filigree med,"{'filigree', 'stand', 'cake', 'med', 'victorian'}",22182
22184,cake stand victorian filigree large,"{'filigree', 'large', 'stand', 'cake', 'victorian'}",22182
22185,slate tile natural hanging,"{'slate', 'natural', 'hanging', 'tile'}",22185
22186,red star card holder,"{'card', 'holder', 'red', 'star'}",22164
22187,green christmas tree card holder,"{'green', 'holder', 'tree', 'christmas', 'card'}",21816
22188,black heart card holder,"{'black', 'card', 'heart', 'holder'}",22188
22189,cream heart card holder,"{'cream', 'card', 'heart', 'holder'}",22188
22190,local cafe mug,"{'mug', 'local', 'cafe'}",22190
22191,ivory diner wall clock,"{'clock', 'ivory', 'diner', 'wall'}",22191
22192,blue diner wall clock,"{'clock', 'blue', 'wall', 'diner'}",22191
22193,red diner wall clock,"{'clock', 'red', 'wall', 'diner'}",22191
22194,black diner wall clock,"{'black', 'wall', 'clock', 'diner'}",84660a
22195,large heart measuring spoons,"{'large', 'spoon', 'heart', 'measuring'}",22195
22196,small heart measuring spoons,"{'small', 'heart', 'spoon', 'measuring'}",22195
22197,popcorn holder,"{'popcorn', 'holder'}",22197
22198,large popcorn holder,"{'popcorn', 'large', 'holder'}",22198
22199,frying pan red retrospot,"{'frying', 'retrospot', 'red', 'pan'}",23335
22200,frying pan pink polkadot,"{'frying', 'polkadot', 'pink', 'pan'}",23335
22201,frying pan blue polkadot,"{'frying', 'blue', 'polkadot', 'pan'}",23335
22202,milk pan pink polkadot,"{'polkadot', 'pink', 'milk', 'pan'}",22200
22203,milk pan red retrospot,"{'retrospot', 'red', 'milk', 'pan'}",22199
22204,milk pan blue polkadot,"{'blue', 'polkadot', 'milk', 'pan'}",22200
22206,mug dotcomgiftshopcom,"{'dotcomgiftshopcom', 'mug'}",22206
22207,frying pan union flag,"{'frying', 'union', 'flag', 'pan'}",22207
22208,wood stamp set thank you,"{'set', 'stamp', 'thank', 'wood'}",22208
22209,wood stamp set happy birthday,"{'wood', 'stamp', 'birthday', 'set', 'happy'}",22208
22210,wood stamp set best wishes,"{'wood', 'best', 'stamp', 'wish', 'set'}",22208
22211,wood stamp set flowers,"{'set', 'stamp', 'flower', 'wood'}",22208
22212,four hook white lovebirds,"{'four', 'white', 'hook', 'lovebird'}",22212
22214,candle plate lace white,"{'white', 'plate', 'candle', 'lace'}",22214
22215,cake stand white two tier lace,"{'white', 'tier', 'lace', 'stand', 'cake', 'two'}",22215
22216,tlight holder white lace,"{'holder', 'white', 'tlight', 'lace'}",21816
22217,tlight holder hanging lace,"{'holder', 'tlight', 'hanging', 'lace'}",21816
22218,cake stand lace white,"{'white', 'cake', 'stand', 'lace'}",22215
22219,lovebird hanging decoration white,"{'decoration', 'white', 'lovebird', 'hanging'}",22219
22220,cake stand lovebird tier white,"{'tier', 'white', 'stand', 'cake', 'lovebird'}",22215
22221,cake stand lovebird tier pink,"{'tier', 'stand', 'cake', 'pink', 'lovebird'}",22215
22222,cake plate lovebird white,"{'white', 'cake', 'plate', 'lovebird'}",22215
22223,cake plate lovebird pink,"{'cake', 'pink', 'plate', 'lovebird'}",22215
22224,white lovebird lantern,"{'white', 'lantern', 'lovebird'}",22224
22227,hanging heart mirror decoration,"{'decoration', 'mirror', 'heart', 'hanging'}",22317
22228,bunny wooden painted with bird,"{'wooden', 'bunny', 'bird', 'painted'}",22228
22229,bunny wooden painted with flower,"{'wooden', 'bunny', 'flower', 'painted'}",22228
22230,jigsaw tree with watering can,"{'jigsaw', 'watering', 'tree'}",22230
22231,jigsaw tree with birdhouse,"{'birdhouse', 'jigsaw', 'tree'}",22231
22232,jigsaw toadstools piece,"{'jigsaw', 'toadstool', 'piece'}",22232
22233,jigsaw rabbit and birdhouse,"{'birdhouse', 'jigsaw', 'rabbit'}",22233
22236,cake stand tier magic garden,"{'tier', 'stand', 'garden', 'cake', 'magic'}",22215
22241,garland wooden happy easter,"{'wooden', 'garland', 'happy', 'easter'}",21380
22242,hook hanger magic toadstool,"{'magic', 'hanger', 'hook', 'toadstool'}",22242
22243,hook hanger red magic toadstool,"{'hanger', 'toadstool', 'red', 'magic', 'hook'}",22242
22244,hook hanger magic garden,"{'magic', 'hanger', 'hook', 'garden'}",22242
22245,hook hanger magic garden,"{'magic', 'hanger', 'hook', 'garden'}",22242
22246,magic garden felt garland,"{'magic', 'garland', 'felt', 'garden'}",22246
22247,bunny decoration magic garden,"{'decoration', 'magic', 'bunny', 'garden'}",22247
22248,decoration pink chick magic garden,"{'decoration', 'chick', 'garden', 'pink', 'magic'}",22247
22249,decoration white chick magic garden,"{'white', 'decoration', 'chick', 'garden', 'magic'}",22247
22250,decoration butterfly magic garden,"{'decoration', 'magic', 'butterfly', 'garden'}",22247
22251,birdhouse decoration magic garden,"{'birdhouse', 'magic', 'decoration', 'garden'}",22247
22252,birdcage decoration tealight holder,"{'decoration', 'holder', 'birdcage', 'tealight'}",22252
22254,felt toadstool large,"{'large', 'toadstool', 'felt'}",22254
22255,felt toadstool small,"{'small', 'toadstool', 'felt'}",22255
22256,felt farm animal chicken,"{'animal', 'chicken', 'farm', 'felt'}",22256
22257,felt farm animal sheep,"{'animal', 'sheep', 'farm', 'felt'}",22256
22258,felt farm animal rabbit,"{'animal', 'rabbit', 'farm', 'felt'}",22256
22259,felt farm animal hen,"{'animal', 'farm', 'felt', 'hen'}",22256
22260,felt egg cosy blue rabbit,"{'rabbit', 'cosy', 'egg', 'felt', 'blue'}",84531a
22261,felt egg cosy white rabbit,"{'white', 'rabbit', 'cosy', 'egg', 'felt'}",21459
22262,felt egg cosy chicken,"{'chicken', 'egg', 'cosy', 'felt'}",21459
22263,felt egg cosy ladybird,"{'ladybird', 'egg', 'cosy', 'felt'}",21459
22264,felt farm animal white bunny,"{'white', 'bunny', 'felt', 'animal', 'farm'}",22256
22265,easter decoration natural chick,"{'decoration', 'natural', 'easter', 'chick'}",35912b
22266,easter decoration hanging bunny,"{'decoration', 'bunny', 'easter', 'hanging'}",22266
22267,easter decoration egg bunny,"{'decoration', 'bunny', 'egg', 'easter'}",22266
22268,decoration sitting bunny,"{'decoration', 'bunny', 'sitting'}",22268
22269,egg cup natural chicken,"{'egg', 'chicken', 'natural', 'cup'}",22269
22270,happy easter hanging decoration,"{'decoration', 'happy', 'easter', 'hanging'}",22266
22271,feltcraft doll rosie,"{'feltcraft', 'rosie', 'doll'}",22271
22272,feltcraft doll maria,"{'maria', 'feltcraft', 'doll'}",22272
22273,feltcraft doll molly,"{'feltcraft', 'molly', 'doll'}",22273
22274,feltcraft doll emily,"{'emily', 'feltcraft', 'doll'}",22274
22275,weekend bag vintage rose paisley,"{'rose', 'weekend', 'paisley', 'vintage', 'bag'}",21928
22276,wash bag vintage rose paisley,"{'rose', 'paisley', 'vintage', 'wash', 'bag'}",21928
22277,cosmetic bag vintage rose paisley,"{'rose', 'paisley', 'vintage', 'cosmetic', 'bag'}",20901
22278,overnight bag vintage rose paisley,"{'rose', 'paisley', 'vintage', 'overnight', 'bag'}",21928
22279,pocket bag blue paisley red spot,"{'paisley', 'spot', 'blue', 'red', 'pocket', 'bag'}",23312
22280,pocket bag pink paisely brown spot,"{'paisely', 'spot', 'brown', 'pink', 'pocket', 'bag'}",21928
22281,easter tree yellow birds,"{'yellow', 'bird', 'easter', 'tree'}",22281
22282,egg house painted wood,"{'house', 'egg', 'wood', 'painted'}",22282
22283,egg house painted wood,"{'house', 'egg', 'wood', 'painted'}",22282
22284,hen house decoration,"{'decoration', 'house', 'hen'}",22284
22285,hanging hen on nest decoration,"{'decoration', 'hanging', 'hen', 'nest'}",22285
22286,decoration wobbly rabbit metal,"{'decoration', 'wobbly', 'metal', 'rabbit'}",22286
22287,decoration wobbly chicken,"{'decoration', 'chicken', 'wobbly'}",22287
22288,hanging metal rabbit decoration,"{'decoration', 'metal', 'hanging', 'rabbit'}",22286
22289,hanging metal chicken decoration,"{'decoration', 'chicken', 'metal', 'hanging'}",22286
22291,hanging chick cream decoration,"{'cream', 'chick', 'decoration', 'hanging'}",22291
22292,hanging chick yellow decoration,"{'yellow', 'chick', 'decoration', 'hanging'}",22291
22293,hanging chick green decoration,"{'decoration', 'green', 'hanging', 'chick'}",22291
22294,heart filigree dove small,"{'small', 'heart', 'filigree', 'dove'}",22294
22295,heart filigree dove large,"{'dove', 'heart', 'filigree', 'large'}",22294
22296,heart ivory trellis large,"{'trellis', 'heart', 'large', 'ivory'}",22469
22297,heart ivory trellis small,"{'trellis', 'small', 'heart', 'ivory'}",22469
22299,pig keyring with light sound,"{'keyring', 'pig', 'light', 'sound'}",22299
22300,coffee mug dog ball design,"{'mug', 'design', 'ball', 'dog', 'coffee'}",22300
22301,coffee mug cat bird design,"{'mug', 'design', 'coffee', 'bird', 'cat'}",22300
22302,coffee mug pears design,"{'coffee', 'mug', 'design', 'pear'}",22300
22303,coffee mug apples design,"{'coffee', 'mug', 'design', 'apple'}",22300
22304,coffee mug blue paisley design,"{'paisley', 'mug', 'design', 'blue', 'coffee'}",22300
22305,coffee mug pink paisley design,"{'paisley', 'mug', 'design', 'coffee', 'pink'}",22300
22306,silver mug bone china tree of life,"{'silver', 'tree', 'mug', 'bone', 'china', 'life'}",22306
22307,gold mug bone china tree of life,"{'tree', 'mug', 'china', 'life', 'bone', 'gold'}",22306
22308,tea cosy blue stripe,"{'blue', 'tea', 'cosy', 'stripe'}",22308
22309,tea cosy red stripe,"{'tea', 'red', 'cosy', 'stripe'}",22308
22310,ivory knitted mug cosy,"{'cosy', 'mug', 'knitted', 'ivory'}",22310
22311,office mug warmer blacksilver,"{'office', 'mug', 'blacksilver', 'warmer'}",22311
22312,office mug warmer polkadot,"{'office', 'polkadot', 'warmer', 'mug'}",22311
22313,office mug warmer pink,"{'office', 'mug', 'pink', 'warmer'}",22311
22314,office mug warmer chocblue,"{'office', 'mug', 'warmer', 'chocblue'}",22311
22315,red white bendy straws,"{'bendy', 'white', 'red', 'straw'}",22315
22316,bendy skull straws,"{'bendy', 'skull', 'straw'}",22316
22317,five cats hanging decoration,"{'decoration', 'five', 'hanging', 'cat'}",22317
22318,five heart hanging decoration,"{'decoration', 'five', 'heart', 'hanging'}",22317
22319,hairclips forties fabric assorted,"{'forty', 'assorted', 'hairclips', 'fabric'}",22319
22320,birds mobile vintage design,"{'design', 'bird', 'vintage', 'mobile'}",22320
22321,bird decoration red retrospot,"{'decoration', 'retrospot', 'bird', 'red'}",22321
22322,bird decoration green polkadot,"{'decoration', 'green', 'polkadot', 'bird'}",22322
22323,pink polkadot kids bag,"{'kid', 'polkadot', 'pink', 'bag'}",22323
22324,blue polkadot kids bag,"{'blue', 'kid', 'polkadot', 'bag'}",22323
22325,mobile vintage hearts,"{'heart', 'mobile', 'vintage'}",22325
22326,round snack boxes set of woodland,"{'snack', 'box', 'woodland', 'round', 'set'}",22326
22327,round snack boxes set of skulls,"{'snack', 'box', 'skull', 'round', 'set'}",22326
22328,round snack boxes set of fruits,"{'snack', 'box', 'fruit', 'round', 'set'}",22326
22329,round container set of retrospot,"{'round', 'retrospot', 'set', 'container'}",22329
